Label,Alpha,Beta,Gamma,Delta,Theta,Date
2,8.925287,5.859393,3.034114,4.29821,11.5351925,47:57.9
2,8.195332,5.865062,3.0944624,3.1443484,11.014852,47:58.9
2,7.6511126,5.1094713,2.523727,2.1043425,9.339164,47:59.9
2,8.3750515,4.7236075,2.4703498,0.34985328,9.474254,48:00.9
2,7.749884,4.0363483,1.3403083,-0.24075785,9.168599,48:01.9
2,8.27231,3.4094076,1.2935603,3.835305,10.845849,48:02.8
2,8.45145,3.3536735,0.42044657,5.11395,11.010307,48:03.9
2,7.4915495,3.4063103,0.23498522,4.9995184,9.519718,48:04.9
2,8.179764,3.8887513,1.2447709,4.910172,9.349696,48:05.9
2,8.119783,3.7068062,0.7053958,4.0758586,8.200743,48:06.9
2,8.53862,3.5440655,1.8267723,3.8247762,9.617801,48:07.9
2,9.330968,3.7593853,1.514545,2.045718,10.934952,48:08.9
2,8.782726,4.3880634,1.3743309,2.7408547,11.074189,48:09.8
2,9.420153,4.034072,1.5038997,3.1832337,11.191723,48:10.9
2,8.080699,3.814494,1.0547386,1.248059,10.838849,48:11.9
2,8.515917,4.470285,1.2170277,2.1765897,9.2966,48:12.9
2,7.4673476,4.426296,1.0844504,1.8061206,8.785339,48:13.9
2,8.567176,4.0494924,-0.053374257,1.9262787,8.843261,48:14.9
2,8.689103,4.2126484,0.0627124,1.8518183,10.048908,48:15.9
2,8.372662,3.98644,-0.79489243,2.2373557,11.392035,48:17.0
2,7.8021765,3.723784,-0.63021207,2.186832,12.141576,48:17.9
2,8.038587,3.4163704,-0.25465608,3.136392,11.459421,48:18.8
2,7.619137,3.3663564,0.6065146,3.980526,11.200359,48:19.9
2,6.8312697,3.6952589,0.54060674,3.670998,9.908312,48:20.9
2,7.5283422,3.9406376,1.1677914,4.3420997,10.211665,48:21.8
2,7.760157,4.889299,1.6217293,2.8770845,10.328371,48:22.9
2,9.08436,4.906132,1.5218694,3.096734,10.143262,48:23.9
1,7.288573,4.388895,1.4049133,0.40926933,12.840303,48:34.8
1,6.7817903,3.6634378,0.6083755,3.6521258,12.364239,48:35.8
1,6.340851,4.1732903,-0.27336037,5.1274953,11.729777,48:36.8
1,6.974552,3.4799025,-0.46008807,4.624607,11.099674,48:37.8
1,8.628284,4.6453323,1.3556969,2.8863616,11.925797,49:10.7
1,7.642127,3.8165863,0.19387637,3.282414,11.273669,49:11.6
1,7.1758676,3.4204235,-1.032394,3.7364583,9.896786,49:12.7
1,6.6661806,3.0022767,-1.0469301,3.4976249,9.238216,49:13.6
2,8.577013,5.3322635,3.8246388,4.934687,11.7154045,51:07.1
2,7.748572,5.329034,1.7181144,5.4635386,12.070409,51:08.1
2,7.328952,5.1819386,0.46548632,5.5774074,11.877097,51:09.1
2,7.216714,5.106176,0.8844688,4.728854,11.111727,51:10.1
2,7.7268324,5.6827865,2.0101795,4.7822485,11.261009,51:11.1
2,8.272379,5.5947533,1.7529188,4.055049,11.902828,51:12.1
2,8.003223,5.164707,1.4828925,1.7768676,11.165284,51:13.1
2,7.6659737,5.6762047,1.4891162,1.6192615,11.434978,51:14.1
2,7.0164757,5.3469973,0.19387577,1.4613189,10.645035,51:15.1
2,5.995189,3.497479,-0.56777924,-1.724795,9.190068,51:16.1
2,6.19416,3.080498,-0.15214594,-3.003943,8.312446,51:17.1
2,6.661996,2.7894163,-0.4487968,1.3399664,9.037972,51:18.1
2,6.8457413,2.4204128,-0.5807351,1.4932928,9.079445,51:19.0
2,6.683019,2.223995,-0.4164848,1.8279426,9.338336,51:20.0
2,7.224925,2.78501,-0.4415566,1.5627102,8.9661875,51:21.1
2,9.305805,4.9815574,-0.014119212,2.1158652,10.348185,51:22.0
2,8.777168,4.79046,2.0777538,5.119911,11.371115,51:27.1
1,8.212295,4.2490187,0.4111429,2.0110326,11.886015,51:34.0
1,7.5846963,3.6467319,0.0942355,2.0455754,11.79225,51:35.0
1,6.847345,2.5895767,-0.18781957,1.4713343,10.231103,51:36.0
1,6.384799,2.137177,-0.7885783,-0.94014466,8.501639,51:37.0
1,7.8561354,3.176411,2.214401,0.299412,10.1373825,51:49.9
1,8.136133,3.1862164,2.0761778,0.5350675,9.185627,51:50.9
1,6.8892083,3.7418644,1.4833964,-1.2471458,9.186497,51:51.9
1,5.9728813,3.6378145,1.3708615,0.5271036,10.639692,51:52.9
1,7.413718,3.719392,1.4347328,0.001730895,10.897726,52:29.8
2,9.035789,4.7363615,1.8632979,2.8542671,12.720479,53:33.5
2,8.211303,4.5644317,1.4138534,2.8441887,11.654029,53:34.5
2,8.209974,4.365756,1.6841577,0.7683412,10.573151,53:35.4
2,7.1978936,4.5352774,1.3586015,1.009741,9.066427,53:36.3
2,6.518112,4.52583,1.1049737,0.11401489,9.57265,53:37.3
2,6.854985,4.171531,0.53791976,0.8157848,9.695155,53:38.4
2,7.400482,3.774086,0.56133306,2.6549466,10.391146,53:39.4
2,6.4017487,3.9117486,0.08240075,3.0639446,10.965245,53:40.4
2,7.891204,4.7697244,0.5584097,3.308979,10.816488,53:41.4
2,8.238207,4.60212,1.1299595,3.424317,9.61113,53:42.5
2,8.538006,5.0438104,1.512954,2.218186,12.001804,53:43.5
2,8.812139,5.078983,1.6991841,4.2798834,11.205523,53:44.5
2,8.9951315,5.0805902,1.9906112,5.3392158,10.807596,53:45.4
2,8.094446,4.741249,1.8364899,7.038092,11.311678,53:46.4
2,7.6070585,4.4507775,1.7716776,6.8126497,11.275072,53:47.5
2,7.1723337,3.7990134,0.7953846,6.3250318,10.394105,53:48.4
2,8.020987,4.341557,1.015988,5.929119,10.109378,53:49.4
2,6.973333,3.8553193,0.63661397,3.3452535,9.693029,53:50.4
2,5.8658195,3.8464222,0.7720219,3.279059,9.44479,53:51.4
2,6.598638,3.9965425,1.4613003,1.278532,9.721684,53:52.3
2,6.7439485,4.2416434,1.7437593,1.4183924,10.179656,53:53.4
2,6.887731,3.7136514,1.3889784,1.0935402,9.978376,53:54.4
2,7.180152,3.4952528,1.6024352,0.27261335,10.303929,53:55.3
2,7.4481173,3.8376474,1.5968654,-1.655854,10.312338,53:56.3
2,6.9082003,3.452241,0.38199794,-3.9924424,8.668528,53:57.4
2,6.42548,3.145738,-0.07859384,-0.56205475,9.456506,53:58.4
2,6.370047,3.9445949,0.7798054,-0.11061311,8.558427,53:59.4
2,6.1502666,4.0126004,1.2134672,0.4438099,8.608465,54:00.3
2,6.0996118,3.6554558,0.8148692,1.2174075,8.664683,54:01.4
2,7.5153046,3.9936752,1.2480243,0.63378364,8.990672,54:02.3
2,7.1355276,3.8014271,1.0855117,0.649138,9.208113,54:03.4
2,7.8525314,4.2803597,1.4196326,1.390305,10.051197,54:04.3
2,8.187841,4.8443904,2.0268133,1.3618677,9.794985,54:05.4
2,8.903048,5.1713934,2.3747756,2.264258,10.248863,54:06.4
2,8.916435,5.8449492,2.3936086,3.8731446,10.091088,54:07.4
2,7.4528723,6.1076922,2.8679457,4.159938,10.961341,54:08.5
2,6.992849,5.436474,3.5997536,6.490779,11.710617,54:09.3
2,8.037298,5.2483773,3.6010146,7.139444,13.400488,54:10.3
2,7.9675684,4.8975034,3.6519153,7.071481,12.999096,54:11.3
1,8.5305805,5.4987864,1.3355514,1.7614235,10.092043,00:51.6
1,8.117687,4.6828637,-0.3818245,-0.9886074,10.434993,01:07.4
1,7.6202784,4.8787313,-0.02432705,-2.2092462,9.236439,01:08.4
1,8.014272,4.7109413,-0.19891101,-1.7089182,10.582626,01:09.4
2,9.719508,6.2547216,2.334411,7.5670013,12.520737,04:55.4
2,9.865445,5.945054,1.86498,5.6801457,12.903065,04:56.4
2,9.886314,6.044226,1.4623891,5.188445,13.806048,04:57.4
2,8.385512,6.1162615,2.1025074,5.5191584,13.517325,04:58.6
2,8.896818,5.8179755,1.7781279,5.0969753,11.413914,04:59.5
0,9.054541,6.524128,2.6229997,3.1632252,11.378334,05:04.4
0,9.090928,6.3281975,1.3499467,3.2426095,12.246545,05:05.4
0,7.7820425,6.2527657,1.6127411,0.9517206,11.56049,05:06.4
0,7.9666963,5.858547,2.1599422,0.5374008,11.0816,05:07.4
0,10.883379,5.622572,1.5185897,1.0476191,10.663988,05:08.3
0,12.541171,5.486481,2.2167475,0.5673489,9.430264,05:09.4
0,13.329596,5.801663,2.1283514,1.598859,8.9618,05:10.4
0,14.509285,5.6284394,2.2628522,4.2756734,9.685091,05:11.4
0,13.916033,5.91044,2.3345315,4.7685924,10.336495,05:12.4
0,13.800633,5.6912723,2.4846418,4.496947,10.698727,05:13.4
0,13.750842,6.3812017,2.244144,5.1546907,11.747056,05:14.4
0,13.916318,6.8204947,2.2962313,3.7797115,11.223916,05:15.4
0,12.928556,6.814214,2.0536528,3.9590917,10.318695,05:16.3
0,12.741327,6.7486377,3.0927095,3.5946743,12.071321,05:17.3
0,8.345124,5.9758387,4.5426707,5.8071685,10.049662,05:55.2
0,7.990426,6.0699487,3.668466,5.1704683,8.817258,05:56.1
0,9.682542,5.806781,3.8312755,4.592499,8.557561,05:57.3
0,11.261794,6.3845515,2.7737944,5.3667383,9.144363,05:58.2
0,11.638316,5.862028,2.8624852,4.2843513,9.315767,05:59.2
0,13.630804,6.0678363,3.2033048,3.9283428,11.010089,06:00.2
0,14.2419815,6.0490527,2.885208,3.929049,12.8538065,06:01.2
0,14.15346,5.481666,2.872555,3.1269646,13.196652,06:02.2
0,13.826433,5.7302876,3.5137346,1.553387,13.5770235,06:03.2
0,14.090581,6.207105,3.5168984,2.1306567,13.641494,06:04.2
0,13.696622,6.043293,3.5344348,4.3919344,12.579489,06:05.2
0,13.606201,6.07291,3.4977298,3.929126,11.638072,06:06.2
0,14.09039,6.301329,3.3101246,4.2676263,12.001024,06:07.2
0,10.659401,8.436128,4.170749,1.9119625,10.102832,06:17.1
0,10.563776,7.41798,3.3019643,2.1414723,10.953978,06:18.1
0,10.641737,6.8283095,2.9833124,2.0005536,11.853478,06:19.1
0,10.8538065,6.3582006,2.9451663,2.3256836,11.755214,06:20.1
0,12.367796,5.3865848,2.715693,2.0184844,11.271994,06:21.1
0,12.675677,6.0860777,3.1327052,2.700194,11.834571,06:22.0
0,12.925466,6.081026,3.213962,1.9971031,10.9337845,06:23.1
0,13.357173,6.100344,3.3899622,2.0491798,11.1332445,06:24.1
0,13.988821,6.483532,3.7873268,3.3711224,11.428366,06:25.1
0,13.578855,6.3773575,3.6690254,3.3548405,12.10793,06:26.0
0,13.195638,6.171226,4.119054,2.4321926,12.464489,06:27.0
0,12.857679,6.2613344,4.4156094,3.8057141,13.193605,06:28.0
0,12.927145,6.318037,4.688193,4.870509,13.063862,06:29.0
0,8.391794,6.4330864,4.1624994,4.8301916,11.513067,07:00.9
0,8.391176,5.8954015,3.589144,2.7233515,11.691995,07:01.9
0,10.501048,5.834415,2.6759214,1.7435774,12.052957,07:02.8
0,11.50685,5.371673,2.4324667,0.9885422,12.147757,07:03.8
0,12.393285,5.351777,2.6832473,1.1577318,11.734106,07:04.8
0,12.839859,6.0029445,3.238116,1.6736691,11.347206,07:05.9
0,12.70861,5.7716722,3.239118,2.6670496,10.703312,07:06.8
0,12.145926,6.2134404,3.6390734,2.534741,9.74571,07:07.9
0,12.797351,5.977757,3.461418,1.9250927,9.805273,07:08.9
0,12.732058,6.2057776,2.9867444,1.4267414,11.383366,07:09.9
0,12.275152,7.183892,2.9581783,1.9299589,11.26839,07:10.9
0,12.15857,6.698075,3.8682745,3.7782612,11.874936,07:11.9
0,12.189255,6.752715,4.0101614,4.3197017,12.056819,07:12.9
2,5.6361136,2.8609147,2.1837726,-2.2467449,9.479804,12:14.9
2,5.465999,2.4157622,1.4217082,-1.8697023,9.908485,12:15.8
2,4.045646,1.9024032,1.0358154,-2.002747,9.109616,12:16.7
2,4.704795,2.08687,0.921334,-1.5555637,9.242489,12:17.8
2,3.7547908,1.8409351,0.35825223,-1.5495526,9.0102,12:18.8
2,3.9728267,2.2758021,0.09514867,-2.8764806,7.2276597,12:19.8
2,4.1274586,2.4481907,-0.24081945,-4.052789,4.6322527,12:20.7
2,4.3534756,2.232843,-0.5803977,-4.545429,4.648128,12:21.8
2,4.422994,2.5679147,-0.1321173,-5.156517,4.609731,12:22.7
2,3.4680257,2.4308712,-0.38844436,-4.8262854,3.690382,12:23.7
2,2.2641602,2.250913,-0.87876827,-1.5324723,5.7302337,12:24.7
2,3.2604508,2.4819355,-0.9275578,-1.2766254,5.600273,12:25.8
2,3.068036,2.4821808,-1.0837532,-1.1834563,5.952629,12:26.8
2,4.0567884,3.1728287,0.029535169,0.62846243,8.78325,12:27.8
2,5.2999196,3.497881,-0.16944322,-1.1537952,8.30203,12:28.8
2,5.459689,4.2018175,0.6193567,-1.8999132,8.795889,12:29.9
2,7.53955,2.5862672,0.5569907,-1.238407,9.892227,14:04.6
2,6.29674,2.6210763,1.1706828,-0.35081777,10.471491,14:05.4
2,6.3884816,2.9857898,1.7484835,1.6028583,10.664066,14:06.3
2,6.247195,3.2217917,1.3768389,1.0243186,9.815103,14:07.3
2,6.392894,3.7089128,1.3997086,1.0341537,9.773106,14:08.3
2,5.290377,3.5142462,0.794206,2.9402175,8.948405,14:09.4
2,5.221635,3.295359,0.5326733,3.472644,10.000416,14:10.3
2,5.4493284,3.6282823,0.880372,3.378561,10.430272,14:11.4
2,5.4970074,2.8529258,1.1132386,3.5560215,11.298488,14:12.4
2,5.749897,2.210108,1.823148,3.2862194,11.096961,14:13.3
2,5.5259876,2.2124119,1.3219151,2.9765916,11.280272,14:14.3
2,5.701766,2.9535935,1.2362487,2.6760008,11.213911,14:15.2
2,4.9445734,3.3373344,1.0627121,4.0682793,8.952508,14:16.3
1,2.7025359,1.709186,-1.3505561,-3.827591,6.692237,14:20.3
1,1.7674704,1.4100075,-1.9816209,-3.0876887,6.4600964,14:21.3
1,2.200521,0.8646466,-2.0178041,-2.4995596,6.7675495,14:22.3
1,1.9453789,0.90071446,-2.5900733,-3.7641265,6.1649647,14:23.3
1,1.7221909,1.1186013,-0.8043903,-1.4324145,6.0387497,14:31.2
1,0.86214274,1.3472247,-0.61083335,-2.9828475,4.9037194,14:32.2
1,2.3479106,1.239052,-1.47271,-4.659812,3.3542693,14:33.3
1,1.5577428,1.4266996,-1.8863276,-7.8389473,3.1703844,14:34.2
1,4.6485696,0.33187717,-1.6484411,-0.21846347,5.2586675,14:42.1
1,4.6946783,1.0929375,-1.7375909,1.6254473,6.7765093,14:43.1
1,4.1594825,2.1134455,-1.5647643,0.98101294,6.2202024,14:44.1
1,4.4888973,2.1647866,-1.1115234,0.9324335,5.9241643,14:45.1
2,8.356483,4.4710093,0.18507624,2.8996172,12.760913,15:08.1
2,8.204812,4.540454,-1.0492312,3.1168466,11.793588,15:09.1
2,7.701312,3.9805007,-0.21314126,2.6744218,11.463234,15:10.1
2,5.9254627,3.3070676,-1.1751829,2.4392977,11.2087145,15:11.0
2,4.181322,3.3968163,-0.7562973,-2.2200263,9.602469,15:12.0
2,3.2967286,1.3725315,-1.6868125,-1.5613174,8.486586,15:13.0
2,3.088165,2.1443424,-0.5796654,-2.976568,7.0145693,15:14.0
2,4.308,2.8000357,-0.16411795,-0.20155504,8.837618,15:15.0
2,4.1904125,2.123353,-0.32525867,1.5209782,9.316748,15:15.9
2,4.3605776,2.221652,-0.80888623,1.6536964,7.381822,15:17.1
2,4.4764338,1.916007,-1.676447,1.7965031,7.7693586,15:18.1
2,3.9192166,1.7423754,-1.9546132,1.9290282,8.547545,15:19.1
2,2.6529205,1.3668929,-2.6808684,-3.9549553,7.22529,15:20.0
2,2.5474603,1.1640804,-3.2031243,-1.0635558,7.665479,15:21.1
2,4.4425626,1.5918659,-2.37017,0.2277338,7.8330445,15:22.0
2,4.5262213,1.8337752,-2.114885,0.29847872,8.126684,15:23.0
2,4.3788595,1.9754558,-1.9198512,0.6460486,7.3982286,15:24.1
2,4.879076,1.1994271,-1.753509,1.8080847,8.187844,15:24.9
2,5.402087,0.79631317,-1.8697532,0.7253606,8.781753,15:25.9
2,5.212794,1.889739,-1.4519919,0.3577389,10.172658,15:27.0
1,5.3785806,1.627216,-1.6923989,-3.8105202,6.859073,15:46.8
1,4.721203,1.3460387,-1.7727662,-3.8204415,6.95822,15:47.8
1,4.4404445,1.5804131,-1.7065756,-4.188222,5.125099,15:48.9
1,3.3337135,1.6421337,-1.8909318,-3.9340444,5.3679924,15:49.9
1,4.2813177,3.1896539,1.23999,1.9733593,8.126521,16:15.8
1,3.5546463,2.1032329,-0.7470163,2.5574698,8.105758,16:16.8
1,2.1651537,1.464193,-1.7266648,1.207155,7.973715,16:17.8
1,2.3746634,0.8546497,-3.3861763,0.14419377,7.5855217,16:18.8
0,6.773473,3.5638828,-0.67050767,-0.16339436,9.970448,16:27.8
0,9.262342,4.2021065,-0.20831035,-0.021617914,10.513548,16:28.7
0,10.422402,5.3413877,0.7778408,1.0335085,11.073338,16:29.7
0,10.845774,4.6274986,1.4629647,2.5695488,9.826637,16:30.8
0,12.53945,5.035479,2.1390266,1.6241426,10.258752,16:31.7
0,12.551372,4.9320793,2.2772276,2.9728315,11.361637,16:32.8
0,11.502139,5.1561885,2.0628026,2.4588323,10.327679,16:33.8
0,10.929624,5.698866,1.8453901,1.6634274,10.436996,16:34.7
0,10.316785,5.580999,1.8981746,2.8591175,10.881826,16:35.7
0,10.996962,5.476721,1.5187852,3.3503509,10.104533,16:36.6
0,11.240786,5.231493,1.6450386,2.8913696,11.344282,16:37.7
0,11.282352,4.8856,1.9491378,4.0532913,12.397216,16:38.7
0,11.680689,4.275594,1.9038638,3.8695064,12.294207,16:39.7
2,5.71005,3.0938232,1.5262183,4.42353,10.722999,16:53.6
2,6.456427,2.7825236,0.9998525,4.2199564,10.335742,16:54.6
2,7.0911636,2.4433744,0.80602753,3.1881006,9.468939,16:55.6
2,6.4894767,2.5246277,0.837949,4.2502413,9.120264,16:56.6
2,6.4435782,3.4909286,1.2885009,4.43414,10.076659,16:57.6
2,7.394067,3.7812037,1.5090122,4.6574254,10.294334,16:58.6
2,8.321979,3.9308715,1.5237292,5.1326976,10.770199,16:59.5
2,7.9207163,3.9283524,1.4097011,5.3700676,11.253937,17:00.5
2,8.520067,3.355661,0.4690386,4.304014,9.998311,17:01.5
2,9.422045,3.3470213,0.12566736,4.251361,10.778545,17:02.5
2,10.113901,3.975854,-0.3691425,4.7768426,11.268433,17:03.5
2,9.689936,4.981447,0.8791901,2.7089028,10.912699,17:07.5
2,9.079201,5.0556626,1.5544875,1.6149349,11.117226,17:08.5
2,8.08862,5.3254423,2.1801374,0.9868423,10.505897,17:09.5
2,8.430268,5.1604652,1.8958472,1.1503193,11.094867,17:10.4
2,9.348348,5.2356057,2.2267077,1.6947454,10.901643,17:11.6
2,9.428671,4.3231287,1.6608671,1.6554248,10.570007,17:12.5
2,8.668241,4.262952,0.6431316,1.411573,12.272364,17:13.5
2,8.512697,4.3157673,0.8618828,2.7724826,12.826988,17:14.5
2,9.600794,4.8240757,0.97327167,4.04782,13.499132,17:15.4
2,10.28537,5.505061,1.8402421,4.4393415,13.813569,17:16.5
2,9.802051,5.1636925,1.9971491,4.000613,13.019967,17:17.5
2,9.4052725,4.4672046,0.83342475,4.6298227,11.306725,17:24.5
2,9.368433,5.108471,1.467744,5.5049076,12.109987,17:25.5
2,9.794381,6.2162185,1.9573072,5.2704396,12.785344,17:26.5
2,10.496487,6.10944,2.7808769,4.7513113,11.231173,17:27.5
2,10.618346,6.2363777,3.042993,6.8039083,14.356808,17:46.4
2,9.744346,5.666899,1.5563968,5.588916,13.8572235,17:47.4
2,9.49111,6.118041,0.9373052,3.6620395,12.405608,17:48.4
2,9.577923,6.066673,0.080125526,2.1880364,10.92406,17:49.3
2,9.520224,5.4905386,-0.046074186,1.6901944,10.587258,17:50.4
2,9.27161,5.2428913,0.37515002,1.2528,10.074184,17:51.4
2,8.690895,4.938685,-0.29133847,1.1215394,9.819487,17:52.4
2,7.5056963,4.9779654,-0.34197506,0.5257726,9.779593,17:53.3
2,7.469924,4.75393,-0.46855196,2.6380253,9.673755,17:54.3
2,8.435667,4.690564,0.006349735,3.9287128,8.997686,17:55.5
2,8.976606,5.028513,0.27915353,4.779146,10.055338,17:56.4
2,9.188079,5.1264763,1.1897016,5.549431,11.106861,17:57.4
2,8.202862,4.5731072,1.5035824,3.075135,12.607514,18:20.3
2,8.032015,4.996894,1.5972826,3.9451828,11.76104,18:21.2
2,7.604345,4.9488916,1.1852802,3.1613975,11.125337,18:22.2
2,7.01916,4.7055025,0.9673234,3.944374,11.349299,18:23.3
2,7.02526,4.5142903,0.28094763,3.8314137,11.479578,18:24.2
2,7.228914,4.638359,-0.74679947,3.905684,11.92748,18:25.2
2,7.5845222,4.187059,-1.2604536,3.1348646,12.498072,18:26.2
2,7.823241,5.088722,-0.9902573,4.0444174,12.437009,18:27.2
2,6.8110986,5.0732718,-0.5799404,3.5008264,12.403137,18:28.2
2,8.36881,5.2911806,-3.20E-04,3.6003861,11.672918,18:29.3
2,9.704645,5.3623185,0.96582913,3.5430398,10.748272,18:30.2
2,9.908111,5.088787,1.2836636,2.5349965,10.222248,18:31.2
2,9.65455,5.2402835,1.9308921,0.31424293,11.205731,18:32.2
2,9.651789,4.7466974,1.7333568,0.20025793,11.000892,18:33.2
2,8.623655,4.1326284,1.5417826,0.14620344,10.801983,18:34.2
2,9.166813,4.7156754,2.3444166,-1.0596904,11.461259,18:35.2
2,9.157949,4.5631976,2.555169,0.6962945,11.189412,18:36.2
2,8.425299,4.7042966,1.6744018,1.3982468,12.243456,18:37.2
2,8.2468195,4.894748,2.0775054,3.4268088,12.98759,18:38.2
2,8.24379,5.0234838,1.8569094,3.1489437,12.9441395,18:39.2
2,9.477511,4.646205,0.93372446,2.2098775,12.111794,18:40.1
2,8.302869,4.8465443,-0.24830906,1.8650568,11.365237,18:41.2
2,8.693487,4.6969748,0.63771206,-0.52537787,10.869604,18:42.1
2,8.578375,4.267689,0.39413345,-1.226076,9.577744,18:43.1
2,8.532792,4.513192,0.7345599,2.0939558,11.05111,18:44.1
2,7.834408,3.5844643,1.2855625,1.6280762,10.124588,18:45.2
2,8.107016,2.9197578,0.81450236,3.768577,10.097114,18:46.1
2,8.026497,3.264964,0.18511349,3.6579094,9.664915,18:47.2
2,7.2499857,3.571149,0.67863095,2.767997,8.9515,18:48.1
2,7.522479,3.6093235,0.8700841,2.7056298,8.7833185,18:49.1
2,7.2738976,4.1820803,-0.50248176,1.948946,9.875859,18:50.1
2,7.6189547,4.375567,-0.95012826,-0.6607684,9.048702,18:51.2
2,7.980651,4.323847,-1.1127182,-1.4720969,9.344699,18:52.1
2,7.4326563,3.6144285,-1.2530792,-1.9594843,8.898704,18:53.0
2,7.5746627,3.4241233,-0.7625038,1.3666059,10.17148,18:54.1
1,5.5796633,2.1748683,-0.5074348,3.024289,9.293018,19:02.1
1,7.991352,2.3277264,-0.44754037,2.84899,10.3984,19:03.1
1,9.081389,3.172235,-0.36410224,2.6793747,10.045006,19:04.0
1,9.222773,4.109912,-0.41584408,1.0666072,11.140418,19:05.1
2,9.872564,4.7087975,2.1129236,3.128655,12.548124,19:14.1
2,9.379912,4.74499,1.8669066,2.9407861,11.7763195,19:15.0
2,8.757881,4.200108,1.561242,2.6018324,11.334885,19:16.0
2,7.65775,4.095579,1.1259845,0.7630969,10.66217,19:17.0
2,6.2297125,3.3144984,0.3466542,-1.5004034,10.57257,19:18.0
1,4.4020896,2.3112469,3.2636342,-2.8398948,4.2358046,19:23.0
1,4.348032,2.3916776,4.1439476,-2.2968965,3.8738244,19:24.0
1,5.5602894,2.8465638,4.8166404,-2.276847,4.9595346,19:25.0
1,5.565221,3.177229,5.1036696,-3.0087795,5.6415715,19:26.0
2,5.8854036,4.480016,3.9159,-1.839173,7.416813,19:30.0
2,6.55821,4.597155,5.3584623,-0.16918653,7.137522,19:31.0
2,6.642386,5.236613,5.9198065,1.5180787,7.838534,19:32.0
2,5.8182173,4.8650255,7.0030518,2.8853388,8.566995,19:32.9
2,6.8267813,4.820815,7.273636,2.8656201,8.832175,19:33.9
2,5.5012403,5.0688267,7.874702,2.6375635,8.244088,19:34.9
2,5.4265366,4.1599693,7.920249,2.2854128,7.999271,19:35.9
2,5.225783,3.6490164,7.9475503,1.0430028,8.474708,19:36.9
2,5.075029,4.236944,7.908335,-1.0150934,8.095854,19:37.9
2,4.9077806,4.9326305,7.6094003,-1.5774884,8.542372,19:38.9
2,5.8201265,5.5183225,7.6915975,-1.6755028,9.123169,19:39.9
2,4.990363,5.6088467,8.007573,-1.3575494,8.889984,19:40.9
2,4.2762218,5.458743,7.816629,-0.611369,8.223828,19:41.9
2,5.320886,5.1504335,7.6923113,0.47666186,8.628123,19:42.9
2,4.5219083,5.221023,7.92803,-0.12324417,8.165342,19:43.9
2,4.3860507,5.4838886,7.341397,-0.20811386,6.582314,19:44.9
2,5.160325,5.5891294,7.4261985,0.64702,7.223072,19:45.9
2,4.9409475,6.124521,7.4082093,0.16064498,6.8748364,19:46.9
2,4.7227054,6.0560794,7.6323647,1.2347552,6.5889764,19:47.9
2,4.6135297,6.1378374,6.93157,2.5187058,7.174501,19:48.8
2,4.555154,6.1572585,7.3004127,2.16581,7.3739743,19:49.8
2,4.9313526,5.662604,6.828101,1.8311472,7.666436,19:50.9
2,6.370635,5.748891,6.555968,2.607039,9.2043915,19:51.9
2,6.677134,5.5677876,6.27765,4.000104,9.947316,19:52.8
2,6.5366516,5.4046116,6.238853,3.5372555,10.236789,19:53.9
2,6.468358,5.5827675,5.4511976,3.7471669,10.507511,19:54.8
1,4.687937,4.0866966,1.7865475,1.6849686,7.473327,20:00.8
1,4.915707,4.307229,1.723392,1.3870032,7.336383,20:01.8
1,4.9744325,4.5713625,2.189959,-1.6498644,7.0761113,20:02.7
1,4.2674127,4.723037,2.4789085,-2.6381512,7.678478,20:03.7
1,4.799286,4.867117,4.3457313,1.1400404,8.707565,20:10.8
1,4.3785157,4.7852507,5.3301115,0.41701776,7.2832365,20:11.7
1,4.0045204,4.988373,5.3681607,-1.7500963,7.0760593,20:12.8
1,4.1743436,5.16946,5.76703,-1.4785141,7.6982517,20:13.7
1,4.1106997,5.219508,5.5293603,-4.14155,7.276772,20:14.7
0,7.545227,5.3223886,2.5113044,0.54962265,8.131046,20:20.8
0,6.821927,5.0222054,2.2281916,-0.24194232,8.703228,20:21.7
0,6.008452,4.6960955,2.6040788,0.042041827,8.577907,20:22.7
0,9.008282,4.0203013,3.0816698,-2.0615764,7.7983966,20:23.7
0,10.427064,3.7433677,2.5109625,1.5757582,10.003941,20:24.7
0,12.103047,3.4844952,2.7879384,4.370686,9.949414,20:25.7
0,13.238426,3.7594788,2.6119828,4.8652725,9.487963,20:26.7
0,12.399485,4.1688614,2.7441535,5.930974,10.74128,20:27.7
0,12.17945,5.325956,2.6356308,5.881131,11.556086,20:28.7
0,12.139055,5.253395,2.648293,4.4689074,10.481247,20:29.7
0,11.19972,4.9185143,3.1661062,3.047287,10.09889,20:30.7
0,11.570755,4.823498,3.277195,1.24789,8.85307,20:31.6
0,12.144009,4.4641953,3.0731173,1.4899299,7.340099,20:32.7
0,12.667944,4.4945226,2.9970458,1.2805257,8.585472,20:33.8
2,7.7592764,2.715583,0.108488366,5.0886526,12.115331,20:44.5
2,6.8568063,2.8983135,-0.37978867,4.3927655,10.895575,20:45.5
2,6.293428,3.435823,-0.3751826,0.9968635,10.681991,20:46.5
2,7.4995165,3.8027017,0.34629086,1.5686672,11.541013,20:47.5
2,8.161161,4.23876,0.7001948,1.0907357,9.935037,20:48.5
0,9.374639,3.876797,0.74495465,4.5194225,10.452007,20:50.6
0,8.425724,3.9712515,-0.023765396,4.0387583,9.313257,20:51.6
